"Code","Year","Entity","Fossil.fuels..TWh.growth...sub.method.","Coal..TWh.growth...sub.method.","Gas..TWh.growth...sub.method.","Oil..TWh.growth...sub.method.","region","sub.region"
"ISR",2003,"Israel",6.549,3.228,-0.008,3.329,"Asia","Western Asia"
"ISR",2012,"Israel",12.014,10.217,-23.076,24.872,"Asia","Western Asia"
"ISR",1966,"Israel",2.187,0,0.218,1.969,"Asia","Western Asia"
"ISR",2018,"Israel",0.245,-3.411,6.291,-2.635,"Asia","Western Asia"
"ISR",2019,"Israel",8.242,3.391,2.49,2.362,"Asia","Western Asia"
"ISR",1971,"Israel",2.338,0,-0.082,2.42,"Asia","Western Asia"
"ISR",2005,"Israel",7.964,-0.537,4.309,4.192,"Asia","Western Asia"
"ISR",1990,"Israel",4.727,1.27,-0.049,3.506,"Asia","Western Asia"
"ISR",1976,"Israel",3.844,0,-0.021,3.865,"Asia","Western Asia"
"ISR",1975,"Israel",2.022,0,-0.054,2.076,"Asia","Western Asia"
"ISR",1973,"Israel",2.9,0,-0.675,3.574,"Asia","Western Asia"
"ISR",2001,"Israel",-1.055,11.224,0.004,-12.284,"Asia","Western Asia"
"ISR",1981,"Israel",1.647,0,0.001,1.646,"Asia","Western Asia"
"ISR",1980,"Israel",5.814,0.012,-0.369,6.172,"Asia","Western Asia"
"ISR",1983,"Israel",0.798,5.71,0.181,-5.094,"Asia","Western Asia"
"ISR",1987,"Israel",11.179,1.547,0.053,9.579,"Asia","Western Asia"
"ISR",2017,"Israel",13.097,-5.928,6.444,12.581,"Asia","Western Asia"
"ISR",1993,"Israel",8.918,4.769,-0.001,4.15,"Asia","Western Asia"
"ISR",2014,"Israel",-5.554,-5.829,6.128,-5.853,"Asia","Western Asia"
"ISR",1992,"Israel",12.31,6.889,-0.038,5.459,"Asia","Western Asia"
"ISR",1979,"Israel",7.648,0,-0.157,7.805,"Asia","Western Asia"
"ISR",2013,"Israel",-21.29,-20.027,41.939,-43.201,"Asia","Western Asia"
"ISR",2000,"Israel",10.319,6.003,-0.01,4.326,"Asia","Western Asia"
"ISR",1977,"Israel",3.282,0,-0.004,3.286,"Asia","Western Asia"
"ISR",2016,"Israel",3.677,-10.906,11.969,2.615,"Asia","Western Asia"
"ITA",1992,"Italy",-1.88,-19.863,-4.448,22.431,"Europe","Southern Europe"
"ITA",2004,"Italy",17.995,20.714,28.086,-30.805,"Europe","Southern Europe"
"ITA",1996,"Italy",-10.625,-11.25,16.451,-15.826,"Europe","Southern Europe"
"ITA",1994,"Italy",-11.759,6.933,-16.432,-2.26,"Europe","Southern Europe"
"ITA",2009,"Italy",-172.844,-39.877,-65.34,-67.626,"Europe","Southern Europe"
"ITA",1998,"Italy",50.787,5.011,42.647,3.128,"Europe","Southern Europe"
"ITA",1976,"Italy",93.561,-0.965,44.489,50.037,"Europe","Southern Europe"
"ITA",1970,"Italy",128.846,1.116,8.94,118.789,"Europe","Southern Europe"
"ITA",1988,"Italy",39.424,-10.723,31.044,19.103,"Europe","Southern Europe"
"ITA",1993,"Italy",-28.353,-17.791,9.741,-20.302,"Europe","Southern Europe"
"ITA",1989,"Italy",70.814,6.955,32.43,31.43,"Europe","Southern Europe"
"ITA",1968,"Italy",88.224,-3.605,15.34,76.49,"Europe","Southern Europe"
"ITA",1986,"Italy",38.839,-2.989,17.876,23.952,"Europe","Southern Europe"
"ITA",2010,"Italy",37.417,15.204,48.323,-26.111,"Europe","Southern Europe"
"ITA",2000,"Italy",30.32,9.201,27.784,-6.665,"Europe","Southern Europe"
"ITA",2002,"Italy",0.741,4.982,-4.617,0.376,"Europe","Southern Europe"
"ITA",2008,"Italy",-62.404,-6.147,-6.046,-50.211,"Europe","Southern Europe"
"ITA",1973,"Italy",80.167,1.512,17.887,60.768,"Europe","Southern Europe"
"ITA",1972,"Italy",65.731,-7.699,18.549,54.881,"Europe","Southern Europe"
"ITA",1995,"Italy",94.226,9.905,47.863,36.459,"Europe","Southern Europe"
"ITA",1975,"Italy",-43.805,0.302,27.897,-72.004,"Europe","Southern Europe"
"ITA",2001,"Italy",2.045,9.116,1.861,-8.932,"Europe","Southern Europe"
"ITA",1978,"Italy",54.646,1.919,-3.86,56.587,"Europe","Southern Europe"
"ITA",1984,"Italy",19.043,21.004,46.388,-48.349,"Europe","Southern Europe"
"ITA",2006,"Italy",-15.573,2.378,-17.108,-0.843,"Europe","Southern Europe"
"ITA",2007,"Italy",-31.896,-4.063,3.974,-31.807,"Europe","Southern Europe"
"ITA",2003,"Italy",72.766,12.621,69.303,-9.158,"Europe","Southern Europe"
"ITA",1999,"Italy",49.306,-0.183,52.056,-2.567,"Europe","Southern Europe"
"ITA",1969,"Italy",96.465,2.931,10.118,83.416,"Europe","Southern Europe"
"ITA",1997,"Italy",26.859,1.894,20.541,4.425,"Europe","Southern Europe"
"ITA",1971,"Italy",77.461,-3.896,4.046,77.312,"Europe","Southern Europe"
"ITA",2011,"Italy",-61.145,19.242,-49.338,-31.049,"Europe","Southern Europe"
"ITA",2019,"Italy",-35.554,-19.843,15.765,-31.476,"Europe","Southern Europe"
"ITA",2005,"Italy",18.67,-1.479,54.277,-34.128,"Europe","Southern Europe"
"ITA",2014,"Italy",-119.009,-3.956,-77.688,-37.365,"Europe","Southern Europe"
"ITA",1990,"Italy",14.61,2.95,24.982,-13.321,"Europe","Southern Europe"
"ITA",1979,"Italy",57.358,11.049,7.04,39.269,"Europe","Southern Europe"
"ITA",1974,"Italy",-3.324,9.316,20.302,-32.941,"Europe","Southern Europe"
"ITA",2013,"Italy",-137.401,-25.33,-46.162,-65.909,"Europe","Southern Europe"
"ITA",2012,"Italy",-78.226,4.463,-28.595,-54.095,"Europe","Southern Europe"
"ITA",1991,"Italy",11.77,-8.535,28.322,-8.017,"Europe","Southern Europe"
"ITA",1987,"Italy",78.513,-1.268,36.029,43.752,"Europe","Southern Europe"
"ITA",2016,"Italy",22.088,-15.663,32.304,5.447,"Europe","Southern Europe"
"ITA",1966,"Italy",73.495,4.024,6.774,62.696,"Europe","Southern Europe"
"ITA",1985,"Italy",-2.434,-2.256,5.026,-5.204,"Europe","Southern Europe"
"ITA",1967,"Italy",89.364,10.002,7.432,71.93,"Europe","Southern Europe"
"ITA",2017,"Italy",29.278,-15.828,40.33,4.777,"Europe","Southern Europe"
"ITA",1980,"Italy",-42.472,21.562,-1.97,-62.063,"Europe","Southern Europe"
"ITA",1982,"Italy",-40.648,17.666,-0.886,-57.428,"Europe","Southern Europe"
"ITA",2015,"Italy",70.594,-10.052,53.438,27.208,"Europe","Southern Europe"
"ITA",1981,"Italy",-29.483,3.629,-7.965,-25.147,"Europe","Southern Europe"
"ITA",1983,"Italy",-31.407,-10.711,7.175,-27.87,"Europe","Southern Europe"
"ITA",2018,"Italy",-15.492,-9.297,-23.647,17.452,"Europe","Southern Europe"
"ITA",1977,"Italy",-28.473,-1.884,5.433,-32.022,"Europe","Southern Europe"
"JPN",1968,"Japan",249,19.26,1.709,228.031,"Asia","Eastern Asia"
"JPN",2008,"Japan",-6.682,37.304,37.094,-81.08,"Asia","Eastern Asia"
"JPN",1994,"Japan",253.2,42.52,38.676,172.003,"Asia","Eastern Asia"
"JPN",1976,"Japan",116.048,-14.473,17.351,113.169,"Asia","Eastern Asia"
"JPN",2010,"Japan",263.201,165.65,74.587,22.963,"Asia","Eastern Asia"
"JPN",1993,"Japan",-43.829,17.551,3.83,-65.21,"Asia","Eastern Asia"
"JPN",1971,"Japan",176.573,-64.639,2.58,238.632,"Asia","Eastern Asia"
"JPN",2009,"Japan",-575.105,-227.814,-66.215,-281.076,"Asia","Eastern Asia"
"JPN",1991,"Japan",66.435,-7.209,28.856,44.788,"Asia","Eastern Asia"
"JPN",1985,"Japan",-74.013,34.846,26.617,-135.475,"Asia","Eastern Asia"
"JPN",1996,"Japan",86.68,25.727,40.597,20.356,"Asia","Eastern Asia"
"JPN",1998,"Japan",-153.787,-48.227,20.291,-125.852,"Asia","Eastern Asia"
"JPN",2007,"Japan",45.417,65.286,68.397,-88.267,"Asia","Eastern Asia"
"JPN",1970,"Japan",333.492,-26.677,12.396,347.773,"Asia","Eastern Asia"
"JPN",1990,"Japan",170.374,31.526,42.599,96.249,"Asia","Eastern Asia"
"JPN",1995,"Japan",99.999,34.53,10.561,54.908,"Asia","Eastern Asia"
"JPN",1988,"Japan",284.841,65.445,25.345,194.051,"Asia","Eastern Asia"
"JPN",2011,"Japan",57.118,-69.951,120.885,6.184,"Asia","Eastern Asia"
"JPN",1972,"Japan",158.83,-14.545,0.015,173.36,"Asia","Eastern Asia"
"JPN",2001,"Japan",-48.512,26.551,20.634,-95.697,"Asia","Eastern Asia"
"JPN",2006,"Japan",-73.069,-22.58,58.224,-108.713,"Asia","Eastern Asia"
"JPN",1973,"Japan",453.073,35.7,15.003,402.369,"Asia","Eastern Asia"
"JPN",1979,"Japan",104.108,37.082,33.445,33.581,"Asia","Eastern Asia"
"JPN",2019,"Japan",-127.891,-23.991,-75.87,-28.03,"Asia","Eastern Asia"
"JPN",1975,"Japan",-199.357,-45.082,14.411,-168.686,"Asia","Eastern Asia"
"JPN",1986,"Japan",-7.956,-39.751,7.02,24.775,"Asia","Eastern Asia"
"JPN",1989,"Japan",126.044,1.392,17.17,107.482,"Asia","Eastern Asia"
"JPN",1999,"Japan",142.831,51.258,34.78,56.794,"Asia","Eastern Asia"
"JPN",2004,"Japan",-73.828,32.843,-28.942,-77.729,"Asia","Eastern Asia"
"JPN",2000,"Japan",60.635,74.626,30.232,-44.222,"Asia","Eastern Asia"
"JPN",2002,"Japan",5.733,70.753,-16.824,-48.197,"Asia","Eastern Asia"
"JPN",2018,"Japan",-102.319,-28.899,-12.783,-60.637,"Asia","Eastern Asia"
"JPN",1984,"Japan",325.121,84.398,95.918,144.805,"Asia","Eastern Asia"
"JPN",1992,"Japan",81.879,-15.226,21.094,76.012,"Asia","Eastern Asia"
"JPN",1983,"Japan",9.716,-10.365,19.68,0.401,"Asia","Eastern Asia"
"JPN",1997,"Japan",12.535,27.364,24.575,-39.404,"Asia","Eastern Asia"
"JPN",1967,"Japan",322.978,59.422,0.646,262.91,"Asia","Eastern Asia"
"JPN",1974,"Japan",-56.193,39.524,19.553,-115.27,"Asia","Eastern Asia"
"JPN",2014,"Japan",-136.074,-23.741,12.152,-124.485,"Asia","Eastern Asia"
"JPN",2005,"Japan",121.712,61.131,21.239,39.341,"Asia","Eastern Asia"
"JPN",2013,"Japan",-62.148,54.296,3.218,-119.662,"Asia","Eastern Asia"
"JPN",2015,"Japan",-136.877,12.296,-60.345,-88.829,"Asia","Eastern Asia"
"JPN",2012,"Japan",344.585,71.568,111.898,161.119,"Asia","Eastern Asia"
"JPN",1978,"Japan",98.545,-56.924,51.559,103.911,"Asia","Eastern Asia"
"JPN",1982,"Japan",-213.7,-35.123,6.073,-184.65,"Asia","Eastern Asia"
"JPN",1980,"Japan",-185.391,94.246,39.021,-318.658,"Asia","Eastern Asia"
"JPN",1987,"Japan",39.632,16.251,10.427,12.954,"Asia","Eastern Asia"
"JPN",1977,"Japan",65.983,-36.134,23.15,78.967,"Asia","Eastern Asia"
"JPN",1981,"Japan",-71.824,82.01,0.501,-154.335,"Asia","Eastern Asia"
"JPN",1966,"Japan",179.017,37.25,0.478,141.289,"Asia","Eastern Asia"
"JPN",2017,"Japan",-6.499,20.56,5.69,-32.75,"Asia","Eastern Asia"
"JPN",2003,"Japan",175.971,33.351,74.522,68.098,"Asia","Eastern Asia"
"JPN",1969,"Japan",351.694,46.528,2.231,302.936,"Asia","Eastern Asia"
"JPN",2016,"Japan",-90.374,-2.658,-23.002,-64.713,"Asia","Eastern Asia"
"KAZ",1998,"Kazakhstan",-24.915,-3.731,-0.644,-20.54,"Asia","Central Asia"
"KAZ",2007,"Kazakhstan",62.67,32.58,18.456,11.634,"Asia","Central Asia"
"KAZ",2011,"Kazakhstan",65.207,34.384,11.374,19.448,"Asia","Central Asia"
"KAZ",2008,"Kazakhstan",36.067,30.806,-0.618,5.878,"Asia","Central Asia"
"KAZ",2004,"Kazakhstan",30.404,19.14,5.977,5.288,"Asia","Central Asia"
"KAZ",2006,"Kazakhstan",30.472,16.893,4.986,8.593,"Asia","Central Asia"
"KAZ",2003,"Kazakhstan",44.479,27.362,8.553,8.565,"Asia","Central Asia"
"KAZ",2014,"Kazakhstan",9.64,-5.164,14.153,0.651,"Asia","Central Asia"
"KAZ",2012,"Kazakhstan",26.326,17.625,7.911,0.79,"Asia","Central Asia"
"KAZ",2017,"Kazakhstan",43.565,28.742,9.469,5.355,"Asia","Central Asia"
"KAZ",2009,"Kazakhstan",-61.168,-33.158,-4.41,-23.601,"Asia","Central Asia"
"KAZ",1999,"Kazakhstan",-25.765,-17.771,9.735,-17.729,"Asia","Central Asia"
"KAZ",1997,"Kazakhstan",-59.766,-40.157,-20.349,0.741,"Asia","Central Asia"
"KAZ",2001,"Kazakhstan",45.487,51.884,-6.353,-0.043,"Asia","Central Asia"
"KAZ",2019,"Kazakhstan",-14.204,-9.13,-10.926,5.852,"Asia","Central Asia"
"KAZ",1991,"Kazakhstan",-1.927,-10.733,6.536,2.27,"Asia","Central Asia"
"KAZ",2015,"Kazakhstan",-12.122,-32.518,3.57,16.826,"Asia","Central Asia"
"KAZ",2018,"Kazakhstan",84.037,50.636,22.425,10.977,"Asia","Central Asia"
"KAZ",2013,"Kazakhstan",8.867,-4.385,6.094,7.157,"Asia","Central Asia"
"KAZ",1989,"Kazakhstan",-14.638,-23.004,3.902,4.464,"Asia","Central Asia"
"KAZ",1990,"Kazakhstan",9.999,-31.71,8.097,33.612,"Asia","Central Asia"
"KAZ",1987,"Kazakhstan",15.535,18.189,4.878,-7.532,"Asia","Central Asia"
"KAZ",1994,"Kazakhstan",-86.128,-8.754,-37.069,-40.305,"Asia","Central Asia"
"KAZ",1995,"Kazakhstan",-64.345,-75.682,14.633,-3.295,"Asia","Central Asia"
"KAZ",1988,"Kazakhstan",26.638,20.864,4.878,0.896,"Asia","Central Asia"
"KAZ",2000,"Kazakhstan",-36.856,-14.62,-31.073,8.836,"Asia","Central Asia"
"KAZ",2005,"Kazakhstan",25.914,3.419,20.068,2.426,"Asia","Central Asia"
"KAZ",2010,"Kazakhstan",43.367,28.463,8.846,6.058,"Asia","Central Asia"
"KAZ",1996,"Kazakhstan",-74.582,-33.948,-18.535,-22.1,"Asia","Central Asia"
"KAZ",2016,"Kazakhstan",5.49,-4.026,4.714,4.802,"Asia","Central Asia"
"KAZ",1993,"Kazakhstan",-101.528,-40.694,-5.853,-54.981,"Asia","Central Asia"
"KAZ",1986,"Kazakhstan",19.491,22.469,19.022,-22.001,"Asia","Central Asia"
"KAZ",2002,"Kazakhstan",7.844,3.403,2.445,1.996,"Asia","Central Asia"
"KAZ",1992,"Kazakhstan",-9.861,3.246,3.902,-17.009,"Asia","Central Asia"
"KOR",1971,"South Korea",13.431,0.698,0,12.733,"Asia","Eastern Asia"
"KOR",2013,"South Korea",29.752,10.555,24.472,-5.275,"Asia","Eastern Asia"
"KOR",1988,"South Korea",93.834,17.717,6.427,69.69,"Asia","Eastern Asia"
"KOR",1998,"South Korea",-202.563,13.063,-9.986,-205.641,"Asia","Eastern Asia"
"KOR",2009,"South Korea",19.953,29.019,-18.453,9.387,"Asia","Eastern Asia"
"KOR",2008,"South Korea",32.023,74.976,10.551,-53.504,"Asia","Eastern Asia"
"KOR",2006,"South Korea",39.597,21.596,17.26,0.742,"Asia","Eastern Asia"
"KOR",2010,"South Korea",210.9,99.399,95.25,16.251,"Asia","Eastern Asia"
"KOR",1994,"South Korea",121.003,8.055,19.835,93.113,"Asia","Eastern Asia"
"KOR",1974,"South Korea",7.395,2.687,0,4.708,"Asia","Eastern Asia"
"KOR",1976,"South Korea",31.22,10.723,0,20.498,"Asia","Eastern Asia"
"KOR",1975,"South Korea",24.687,5.001,0,19.686,"Asia","Eastern Asia"
"KOR",1981,"South Korea",20.95,23.786,0,-2.836,"Asia","Eastern Asia"
"KOR",1985,"South Korea",41.893,25.064,0,16.829,"Asia","Eastern Asia"
"KOR",1968,"South Korea",15.305,-3.477,0,18.783,"Asia","Eastern Asia"
"KOR",1996,"South Korea",164.429,53.552,30.972,79.906,"Asia","Eastern Asia"
"KOR",1973,"South Korea",44.732,17.945,0,26.787,"Asia","Eastern Asia"
"KOR",1987,"South Korea",42.267,3.593,21.311,17.363,"Asia","Eastern Asia"
"KOR",2012,"South Korea",43.366,-35.483,40.832,38.018,"Asia","Eastern Asia"
"KOR",2007,"South Korea",100.644,34.897,27.832,37.915,"Asia","Eastern Asia"
"KOR",2011,"South Korea",121.486,76.125,34.29,11.071,"Asia","Eastern Asia"
"KOR",1989,"South Korea",52.017,-7.79,-0.921,60.728,"Asia","Eastern Asia"
"KOR",2000,"South Korea",113.656,55.446,21.719,36.491,"Asia","Eastern Asia"
"KOR",1970,"South Korea",23.749,4.129,0,19.62,"Asia","Eastern Asia"
"KOR",1979,"South Korea",54.653,22.667,0,31.986,"Asia","Eastern Asia"
"KOR",1978,"South Korea",33.437,1.349,0,32.088,"Asia","Eastern Asia"
"KOR",1993,"South Korea",123.457,26.397,11.953,85.107,"Asia","Eastern Asia"
"KOR",2014,"South Korea",-19.575,33.2,-49.718,-3.057,"Asia","Eastern Asia"
"KOR",1972,"South Korea",6.52,1.651,0,4.869,"Asia","Eastern Asia"
"KOR",2005,"South Korea",41.848,18.574,20.976,2.298,"Asia","Eastern Asia"
"KOR",1997,"South Korea",181.601,32.883,27.424,121.294,"Asia","Eastern Asia"
"KOR",1977,"South Korea",45.487,9.548,0,35.938,"Asia","Eastern Asia"
"KOR",1986,"South Korea",43.704,15.211,0.712,27.781,"Asia","Eastern Asia"
"KOR",2017,"South Korea",83.006,54.398,21.127,7.481,"Asia","Eastern Asia"
"KOR",2016,"South Korea",81.163,-45.379,19.94,106.602,"Asia","Eastern Asia"
"KOR",1984,"South Korea",40.521,39.262,0,1.259,"Asia","Eastern Asia"
"KOR",1995,"South Korea",123.174,11.199,16.695,95.28,"Asia","Eastern Asia"
"KOR",1999,"South Korea",138.124,24.499,31.516,82.109,"Asia","Eastern Asia"
"KOR",1983,"South Korea",25.064,12.101,0,12.963,"Asia","Eastern Asia"
"KOR",1990,"South Korea",103.059,-4.283,4.114,103.229,"Asia","Eastern Asia"
"KOR",2018,"South Korea",72.222,5.514,80.476,-13.768,"Asia","Eastern Asia"
"KOR",2003,"South Korea",46.962,23.187,11.461,12.314,"Asia","Eastern Asia"
"KOR",2004,"South Korea",46.62,24.121,43.511,-21.012,"Asia","Eastern Asia"
"KOR",1991,"South Korea",133.404,0.954,5.014,127.437,"Asia","Eastern Asia"
"KOR",2002,"South Korea",87.431,39.618,24.2,23.614,"Asia","Eastern Asia"
"KOR",1966,"South Korea",15.138,7.618,0,7.521,"Asia","Eastern Asia"
"KOR",1992,"South Korea",154.625,-7.397,11.294,150.728,"Asia","Eastern Asia"
"KOR",2019,"South Korea",-90.929,-53.217,-18.37,-19.343,"Asia","Eastern Asia"
"KOR",1980,"South Korea",13.069,15.77,0,-2.702,"Asia","Eastern Asia"
"KOR",2015,"South Korea",38.625,11.659,-43.543,70.509,"Asia","Eastern Asia"
"KOR",1969,"South Korea",23.336,2.605,0,20.731,"Asia","Eastern Asia"
"KOR",1982,"South Korea",0.322,2.4,0,-2.078,"Asia","Eastern Asia"
"KOR",2001,"South Korea",49.45,32.559,19.5,-2.61,"Asia","Eastern Asia"
"KOR",1967,"South Korea",13.611,-3.001,0,16.612,"Asia","Eastern Asia"
"KWT",2007,"Kuwait",-9.328,-0.023,-10.925,1.619,"Asia","Western Asia"
"KWT",2010,"Kuwait",30.475,0.045,21.294,9.136,"Asia","Western Asia"
"KWT",2009,"Kuwait",15.43,-0.008,-2.189,17.627,"Asia","Western Asia"
"KWT",1971,"Kuwait",-0.027,0,0.637,-0.664,"Asia","Western Asia"
"KWT",1995,"Kuwait",33.917,0,31.426,2.491,"Asia","Western Asia"
"KWT",2008,"Kuwait",27.905,0.003,13.68,14.222,"Asia","Western Asia"
"KWT",1975,"Kuwait",-8.227,0,2.67,-10.896,"Asia","Western Asia"
"KWT",1968,"Kuwait",4.625,0,5.995,-1.37,"Asia","Western Asia"
"KWT",2006,"Kuwait",-19.086,0.027,1.045,-20.158,"Asia","Western Asia"
"KWT",2012,"Kuwait",43.649,-0.157,16.739,27.067,"Asia","Western Asia"
"KWT",1994,"Kuwait",25.414,0,5.225,20.189,"Asia","Western Asia"
"KWT",1989,"Kuwait",13.435,0,12.54,0.895,"Asia","Western Asia"
"KWT",2011,"Kuwait",1.342,0.113,18.824,-17.595,"Asia","Western Asia"
"KWT",1973,"Kuwait",-0.182,0,2.841,-3.023,"Asia","Western Asia"
"KWT",1977,"Kuwait",1.707,0,3.316,-1.609,"Asia","Western Asia"
"KWT",1996,"Kuwait",-1.664,0,0.228,-1.892,"Asia","Western Asia"
"KWT",1983,"Kuwait",11.569,0,3.42,8.149,"Asia","Western Asia"
"KWT",2013,"Kuwait",15.999,3.186,2.385,10.427,"Asia","Western Asia"
"KWT",1999,"Kuwait",6.668,0,-7.629,14.297,"Asia","Western Asia"
"KWT",1980,"Kuwait",-28.684,0,-20.71,-7.974,"Asia","Western Asia"
"KWT",1998,"Kuwait",37.748,0,2.1,35.648,"Asia","Western Asia"
"KWT",1974,"Kuwait",-3.364,0,1.378,-4.741,"Asia","Western Asia"
"KWT",2014,"Kuwait",-37.519,-0.653,1.008,-37.874,"Asia","Western Asia"
"KWT",1970,"Kuwait",-17.311,0,-16.055,-1.256,"Asia","Western Asia"
"KWT",1986,"Kuwait",17.203,0,14.535,2.668,"Asia","Western Asia"
"KWT",2002,"Kuwait",4.326,0.003,-7.505,11.829,"Asia","Western Asia"
"KWT",1979,"Kuwait",20.56,0,14.535,6.025,"Asia","Western Asia"
"KWT",1978,"Kuwait",8.33,0,4.826,3.504,"Asia","Western Asia"
"KWT",2016,"Kuwait",17.478,0.489,8.272,8.716,"Asia","Western Asia"
"KWT",2004,"Kuwait",33.588,0,8.55,25.038,"Asia","Western Asia"
"KWT",1976,"Kuwait",13.135,0,6.194,6.941,"Asia","Western Asia"
"KWT",1997,"Kuwait",6.932,0,-0.304,7.236,"Asia","Western Asia"
"KWT",1972,"Kuwait",8.55,0,3.639,4.911,"Asia","Western Asia"
"KWT",1985,"Kuwait",-3.284,0,-1.672,-1.612,"Asia","Western Asia"
"KWT",1990,"Kuwait",-87.774,0,-37.715,-50.059,"Asia","Western Asia"
"KWT",1982,"Kuwait",0.022,0,-9.586,9.608,"Asia","Western Asia"
"KWT",2017,"Kuwait",-30.035,-0.611,-1.224,-28.2,"Asia","Western Asia"
"KWT",1984,"Kuwait",8.128,0,3.24,4.889,"Asia","Western Asia"
"KWT",2001,"Kuwait",3.579,0,-0.95,4.528,"Asia","Western Asia"
"KWT",1981,"Kuwait",23.482,0,5.824,17.659,"Asia","Western Asia"
"KWT",1991,"Kuwait",-34.04,0,-35.055,1.015,"Asia","Western Asia"
"KWT",2005,"Kuwait",33.517,-0.001,13.3,20.218,"Asia","Western Asia"
"KWT",1967,"Kuwait",1.679,0,3.116,-1.437,"Asia","Western Asia"
"KWT",1969,"Kuwait",2.372,0,3.686,-1.314,"Asia","Western Asia"
"KWT",1993,"Kuwait",28.691,0,26.6,2.091,"Asia","Western Asia"
"KWT",2000,"Kuwait",9.609,0,8.664,0.945,"Asia","Western Asia"
"KWT",2003,"Kuwait",41.711,-0.002,12.255,29.458,"Asia","Western Asia"
"KWT",2018,"Kuwait",-1.589,0.249,1.247,-3.086,"Asia","Western Asia"
"KWT",2019,"Kuwait",18.056,-0.118,23.64,-5.466,"Asia","Western Asia"
"KWT",1987,"Kuwait",-10.007,0,-9.025,-0.982,"Asia","Western Asia"
"KWT",1992,"Kuwait",37.173,0,20.14,17.033,"Asia","Western Asia"
"KWT",1966,"Kuwait",3.859,0,5.349,-1.49,"Asia","Western Asia"
"KWT",1988,"Kuwait",18.297,0,19.57,-1.273,"Asia","Western Asia"
"KWT",2015,"Kuwait",35.37,-0.433,24.516,11.287,"Asia","Western Asia"
"LKA",2007,"Sri Lanka",3.043,-0.012,0,3.056,"Asia","Southern Asia"
"LKA",1989,"Sri Lanka",-0.749,-0.039,0,-0.71,"Asia","Southern Asia"
"LKA",1990,"Sri Lanka",0.979,-0.005,0,0.984,"Asia","Southern Asia"
"LKA",2016,"Sri Lanka",9.653,0.845,0,8.808,"Asia","Southern Asia"
"LKA",2006,"Sri Lanka",1.888,-0.17,0,2.058,"Asia","Southern Asia"
"LKA",2008,"Sri Lanka",-4.618,0.173,0,-4.791,"Asia","Southern Asia"
"LKA",1971,"Sri Lanka",-1.076,0,0,-1.076,"Asia","Southern Asia"
"LKA",2010,"Sri Lanka",-0.294,0.015,0,-0.308,"Asia","Southern Asia"
"LKA",2012,"Sri Lanka",3.784,1.825,0,1.959,"Asia","Southern Asia"
"LKA",1987,"Sri Lanka",1.901,-0.006,0,1.907,"Asia","Southern Asia"
"LKA",1981,"Sri Lanka",2.183,-0.012,0,2.195,"Asia","Southern Asia"
"LKA",1982,"Sri Lanka",1.928,0.192,0,1.735,"Asia","Southern Asia"
"LKA",1974,"Sri Lanka",-2.597,0,0,-2.597,"Asia","Southern Asia"
"LKA",2009,"Sri Lanka",2.574,0.012,0,2.562,"Asia","Southern Asia"
"LKA",2013,"Sri Lanka",-8.325,0.276,0,-8.6,"Asia","Southern Asia"
"LKA",1995,"Sri Lanka",1.718,0.008,0,1.71,"Asia","Southern Asia"
"LKA",1977,"Sri Lanka",0.605,0.024,0,0.581,"Asia","Southern Asia"
"LKA",1980,"Sri Lanka",0.105,0.007,0,0.098,"Asia","Southern Asia"
"LKA",1976,"Sri Lanka",-0.068,0.005,0,-0.074,"Asia","Southern Asia"
"LKA",1988,"Sri Lanka",-0.493,-0.042,0,-0.452,"Asia","Southern Asia"
"LKA",1994,"Sri Lanka",2.002,0,0,2.003,"Asia","Southern Asia"
"LKA",2011,"Sri Lanka",6.051,2.782,0,3.269,"Asia","Southern Asia"
"LKA",1991,"Sri Lanka",0.868,0.007,0,0.862,"Asia","Southern Asia"
"LKA",1978,"Sri Lanka",1.648,0.001,0,1.646,"Asia","Southern Asia"
"LKA",1983,"Sri Lanka",1.516,0.001,0,1.515,"Asia","Southern Asia"
"LKA",1968,"Sri Lanka",0.138,0,0,0.138,"Asia","Southern Asia"
"LKA",1984,"Sri Lanka",-2.579,0.196,0,-2.775,"Asia","Southern Asia"
"LKA",2000,"Sri Lanka",6.35,0.004,0,6.346,"Asia","Southern Asia"
"LKA",1985,"Sri Lanka",-1.364,-0.16,0,-1.205,"Asia","Southern Asia"
"LKA",2015,"Sri Lanka",13.451,3.702,0,9.75,"Asia","Southern Asia"
"LKA",2001,"Sri Lanka",-0.701,-0.003,0,-0.698,"Asia","Southern Asia"
"LKA",1970,"Sri Lanka",6.025,0,0,6.025,"Asia","Southern Asia"
"LKA",1975,"Sri Lanka",-0.32,0,0,-0.32,"Asia","Southern Asia"
"LKA",1997,"Sri Lanka",2.297,-0.002,0,2.3,"Asia","Southern Asia"
"LKA",1998,"Sri Lanka",2.008,0.002,0,2.006,"Asia","Southern Asia"
"LKA",2018,"Sri Lanka",-0.075,0.076,0,-0.151,"Asia","Southern Asia"
"LKA",2017,"Sri Lanka",4.89,0.547,0,4.342,"Asia","Southern Asia"
"LKA",2004,"Sri Lanka",-0.728,-0.512,0,-0.216,"Asia","Southern Asia"
"LKA",2002,"Sri Lanka",2.277,0.126,0,2.151,"Asia","Southern Asia"
"LKA",2005,"Sri Lanka",6.145,0.497,0,5.649,"Asia","Southern Asia"
"LKA",1972,"Sri Lanka",1.015,0,0,1.015,"Asia","Southern Asia"
